id,code,descripcion,similar
627,20121500,Herramientas convencionales de perforación,
628,20121501,Preventor de reventones,
629,20121502,Controles del preventor de reventones,
630,20121503,Raspadores de revestimiento,Raspadores de carcasa
631,20121504,Collar de perforación,
632,20121505,Equipo de núcleos,
633,20121506,Protectores de rosca de tubería de perforación,
634,20121507,Uniones de herramientas de tubería de perforación,
635,20121508,Tubo de perforación,
636,20121509,Anillos de calibre,
637,20121510,Abridores de hoyos,
638,20121511,Escariadores de hoyos,Escariadores de orificios
639,20121513,Amortiguadores de fondo de pozo,
640,20121514,Subs de perforación,Submarinos de perforación
641,20121515,Estabilizadores de fondo de pozo,
642,20121516,Propulsores,
643,20121517,Partes y accesorios de escariadores de hoyos de perforación,
644,20121518,Cabeza de control giratorio,
645,20121519,Partes y accesorios de la cabeza de control giratorio,
646,20121520,Partes y accesorios del preventor de reventones,
647,20121521,Partes y accesorios de los amortiguadores de fondo de pozo,
648,20121522,Partes y accesorios de los raspadores de revestimiento,
649,20121523,Tarro de perforación,
650,20121524,Partes y accesorios del tarro de perforación,
651,20121600,Brocas de barrena,
652,20121601,Brocas de cortadora fija,
653,20121602,Brocas de diamante natural,
654,20121603,Brocas de boquilla,
655,20121604,Brocas pdc,
656,20121605,Brocas cónicas de rodillo de botón de inserción,
657,20121606,Brocas de rodillo de diente de acero,
658,20121607,Brocas de núcleo,
659,20121608,Brocas de bloque,
660,20121609,Brocas de minería continuas,
661,20121610,Brocas de alimentador,
662,20121611,Broca de tamaño grande,
663,20121612,Broca de techo,
664,20121613,Accesorios de broca,
665,20121700,Herramientas de pesca,
666,20121701,Bumper subs,
667,20121702,Parches de revestimiento,
668,20121703,Impulsores de tarro,
669,20121704,Subs de chatarra,
670,20121705,Molinos o zapatas de quemado,
671,20121706,Rebosamientos,
672,20121707,Lanzas de pesca en campo petrolero,
673,20121708,Herramientas de pesca no especificada,
674,20121709,Tubo y extensión de lavado de pesca,
675,20121710,Extensión de rebosamiento,
676,20121711,Sub de pesca,
677,20121712,Partes y accesorios de parche de revestimiento,
678,20121713,Buje de operación de tubo de lavado,
679,20121714,Bloque de impresión de pesca,
680,20121715,Kit de pesca de sistema de cable de acero,Equipo de pesca de sistema de línea de alambre
681,20121716,Partes y accesorios de la canasta de chatarra,
682,20121717,Pescante de agarre,
683,20121718,Control de pescante,
684,20121719,Tapón de pescante,
685,20121720,Partes y accesorios de pescante,
686,20121721,Imán de pesca,
687,20121722,Grifo de ajuste,
688,20121723,Agarre de lanza de pescar,
689,20121724,Partes y accesorios de lanza de pescar,
690,20121725,Cortador de revestimiento,
691,20121726,Grifo de caja,
692,20121727,Canasta de desperdicios,
693,20121728,Tarro de pesca,
694,20121800,Equipo de perforación direccional,
695,20121801,Herramientas de geo - dirección,
696,20121802,Motores de lodo,
697,20121803,Herramientas dirigibles giratorias,
698,20121804,Sistemas de control de superficie de perforación direccional,
699,20121805,Herramientas de perforación direccional de hoyo derecho,
700,20121806,Registro mientras herramientas perforan lwd,Registro de herramientas de perforación LWD
701,20121807,Partes y accesorios de registro mientras herramientas perforan lwd,
702,20121808,Estabilizador de perforación direccional,
703,20121809,Partes y accesorios de herramientas dirigibles giratorias,
704,20121810,Sub de taladro direccional,
705,20121811,Hélice de perforación direccional,
706,20121812,Collar de perforación direccional,
707,20121813,Partes y accesorios de motores de lodo,
708,20121900,Equipo de medir y registro del pozo,
709,20121901,Herramientas acústicas,
710,20121902,Instrumentos de control de perforación o lodo,
711,20121903,Herramientas de medición de desempeño de perforación,
712,20121904,Equipo de medición de flujo,
713,20121905,Herramientas de resonancia magnética nuclear,
714,20121906,Herramientas nucleares,
715,20121907,Equipos de registro de producción,
716,20121908,Herramientas de resistividad,
717,20121909,Sistemas de levantamiento,
718,20121910,Sistemas de telemetría,
719,20121911,Herramientas ultrasónicas,
720,20121912,Equipo de presión de registro de fondo de pozo,
721,20121913,Equipo de prueba de registro de fondo de pozo,
722,20121914,Unidades de registro de pozo,
723,20121915,Registro de densidad de granel,
724,20121916,Cable de fondo de pozo de sensor óptico,
725,20121917,Mandril y accesorios de sensor óptico,
726,20121918,Cable de superficie de sensor óptico,
727,20121919,Herramientas y accesorios de inspección de revestimiento,
728,20121920,Herramientas y accesorios de indicador de punto libre,
729,20121921,Medidor de radiación,
730,20121922,Partes y accesorios de herramienta de rayos gamma,
731,20121923,Herramientas y partes de imaginería de pozo,Herramienta y piezas de imagen de pozo
732,20122000,Equipo de prueba y Accesorios,
733,20122001,Barra de desplazamiento,
734,20122002,Mangas de desplazamiento,
735,20122003,Conejo de desplazamiento,
736,20122004,Accesorios de prueba,
737,20122005,Boquillas de prueba,
738,20122006,Tapones de prueba,
739,20122100,Equipo de Perforación,
740,20122101,Pistolas de cápsulas,
741,20122102,Pistolas de revestimiento,
742,20122103,Cabezas de despliegue,
743,20122104,Explosivos de perforación,
744,20122105,Cabezas de disparo,
745,20122106,Adaptadores de pistola,
746,20122107,Pistola de disparo de alta densidad,
747,20122108,Tapones bull de perforación,
748,20122109,Herramientas de poner tapones,
749,20122110,Equipo de posicionamiento de perforación,
750,20122111,Pistolas festoneadas,
751,20122112,Subs en tándem,
752,20122113,Accesorios de pistola de perforación de tubos completa,
753,20122114,Pistola de perforación de tubos completa,
754,20122115,Subs ventilación bajo balance,
755,20122200,Equipo de prueba del pozo,
756,20122201,Booms de bengalas,
757,20122202,Quemadores de bengalas,
758,20122203,Herramientas de prueba de hoyo,
759,20122204,Colector del choke,Colectores de estrangulamiento
760,20122205,Colector de desviación,
761,20122206,Canastas de flowhead,
762,20122207,Pivote de flowhead,
763,20122208,Flowheads,
764,20122209,Herramientas de formación de cierre,
765,20122210,Bengalas de gas,
766,20122211,Analizadores de gas de lodos,
767,20122212,Muestreadores de petróleo,
768,20122213,Separadores de pruebas de pozo,
769,20122214,Tubería de superficie de pruebas de pozo,
770,20122215,Tanques de compensación,
771,20122216,Herramientas de prueba de fondo de pozo,
772,20122300,Equipo de Slickline - Cable de Recuperación,
773,20122301,Cabezas de adaptador de cable de recuperación,
774,20122302,Retardo de envío del cable de recuperación,
775,20122303,Guías de campana de cable de recuperación,
776,20122304,Cajas ciegas de cable de recuperación,
777,20122305,Equipo de presión de fondo de hoyo de cable de recuperación,
778,20122306,Herramientas de calibración de cable de recuperación,
779,20122307,Volcado de cemento de rescate de equipos cable de recuperación,
780,20122308,Cortadores químicos de cable de recuperación,
781,20122309,Centralizadores de cadena de herramientas de almeja de cable de recuperación,
782,20122310,Centralizadores de cable de acero de almeja de cable de recuperación,Pinza Slickline en centralizadores de cadena de herramienta
783,20122311,Localizadores de collar de cable de recuperación,
784,20122312,Colectores de cable de recuperación,
785,20122313,Herramientas de colisión de cable de recuperación,
786,20122314,Cruces de cable de recuperación,
787,20122315,Equipo de medición de profundidad de cable de recuperación,
788,20122316,Frasco dewar de cable de recuperación,
789,20122317,Herramientas del dipmeter de cable de recuperación,
790,20122318,Herramientas direccionales de cable de recuperación,
791,20122319,Herramientas de vaya con el diablo de cable de recuperación,
792,20122320,Abridores de hoyos de cable de recuperación,
793,20122321,Cortadores jet de cable de recuperación,
794,20122322,Disparos de desperdicios de cable de recuperación,
795,20122323,Herramientas de kickover de cable de recuperación,
796,20122324,Uniones de nudillos de cable de recuperación,
797,20122325,Bloques de impresión de cable de recuperación,
798,20122326,Mandriles de ubicación de cable de recuperación,
799,20122327,Mandriles de bloqueo de cable de recuperación,
800,20122328,Lubricadores de cable de recuperación,
801,20122329,Achicadores mecánicos de cable de recuperación,
802,20122330,Plugback mecánico de cable de recuperación,
803,20122331,Otras herramientas de cable de recuperación,
804,20122332,Raspadores de parafina de cable de recuperación,
805,20122333,Enchufe de línea de cable de recuperación,
806,20122334,Tenazas para halar o correr el cable de recuperación,Pinzas Slickline para correr y tirar
807,20122335,Herramientas para cortar el cable de recuperación,
808,20122336,Roldanas o bloques de piso de la cable de recuperación,
809,20122338,Accesorios de herramientas para halar el cable de recuperación,Accesorios para herramientas de tracción Slickline
810,20122339,Herramientas para halar el cable de recuperación,Herramientas de tracción Slickline
811,20122340,Herramientas para correr el cable de recuperación,
812,20122341,Unidades de cable de recuperación,
813,20122342,Alambre del cable de recuperación,
814,20122343,Herramientas sónicas del cable de recuperación,
815,20122344,Barras espaciadoras del cable de recuperación,
816,20122345,Terminales de prensado del cable de recuperación,
817,20122346,Dispositivos de tensión del cable de recuperación,
818,20122347,Tapones de tubos de cable de recuperación,
819,20122348,Herramientas ultrasónicas cable de recuperación,
820,20122349,Agarres del cable de recuperación,
821,20122350,Tarros del cable de recuperación,
822,20122351,Raspadores del cable de recuperación,
823,20122352,Lanza del cable de recuperación,
824,20122353,Tallos del cable de recuperación,
825,20122354,Válvulas del cable de recuperación,
826,20122356,Preventores del cable de recuperación,
827,20122357,Aceleradores de tarro del cable de recuperación,
828,20122358,Dardo de prueba,
829,20122359,Accesorios y partes de herramientas de corrida del cable de recuperación,
830,20122360,Punzón de la línea de cable,
831,20122361,Válvula de pie,
832,20122362,Guía de campana de la línea de cable,
833,20122363,Hallador de cable,
834,20122364,Cadena de herramientas de línea de cable,
835,20122365,Partes y accesorios del centralizador de cable de recuperación,
836,20122366,Descentralizador magnético,
837,20122367,Herramienta de alado de la línea de cable,
838,20122368,Mandril de la línea de cable,
839,20122369,Herramienta de establecer línea de cable,
840,20122370,Cruce de línea de cable,
841,20122371,Centralizador de cable de recuperación,
842,20122372,Acople de pivote de línea de cable,
843,20122373,Partes y accesorios de herramienta de kickover del cable de recuperación,
844,20122400,Equipo de sistemas de producción,
845,20122401,Dispositivo golpeador de cable,
846,20122402,Evaporadores de producción de campo de petróleo,
847,20122403,Probadores hipot,
848,20122404,Maquinas de vueltas de campo de petróleo,
849,20122405,Elevadores finales de motor,
850,20122406,Probadores dieléctricos de aceite,
851,20122407,Unidades de llenado al vacío de aceite,
852,20122408,Enderezadores de eje de producción de campo petrolero,
853,20122409,Bobina de producción de campo de petróleo,
854,20122410,Analizadores de vibración,
855,20122500,Equipo para tubería flexible,
856,20122501,Herramientas de arenadora,
857,20122502,Unidades de camión grúa de tubería flexible,
858,20122503,Unidades de tubería flexible,Cespol
859,20122504,Paquetes de manguera de tubería flexible,
860,20122505,Sistemas inflables de tubería flexible,
861,20122506,Cabezales de inyector de tubería flexible,
862,20122507,Equipo de elevación de tubería flexible,
863,20122508,Casas de operadores,
864,20122509,Fuentes de poder de tubería flexible,
865,20122510,Rollos de tubería flexible,
866,20122511,Carretes de embobinar tubería flexible,
867,20122512,Guías de tubería,
868,20122513,Enganches de boca de pozo,
869,20122514,Estructuras de soporte de boca de pozo,
870,20122515,Tubería flexible de campo petrolero,
871,20122516,Cadena de herramientas de tubería flexible,
872,20122518,Centralizador de tubería flexible,
873,20122600,Equipo sísmico,
874,20122601,Sensores análogos sísmicos,
875,20122602,Arreglos sísmicos,
876,20122603,Aves de cable de serpentina sísmica,
877,20122604,Tanqueros de taladro sísmico,
878,20122605,Geófonos sísmicos,
879,20122606,Sistemas de gravedad sísmicos,
880,20122607,Sistemas de malacate de cañón sísmico,
881,20122608,Hidrofonos sísmicos,
882,20122609,Fuentes de impulso sísmicos,
883,20122610,Cables serpentinas marinos sísmicos,
884,20122611,Cables del fondo del océano sísmico,
885,20122612,Sistemas magnéticos sísmicos,
886,20122613,Equipo de posicionar sísmico,
887,20122614,Arietes sísmicos,
888,20122615,Receptores sísmicos,
889,20122616,Sistemas de refracción sísmicos,
890,20122617,Controladores de fuente sísmicos,
891,20122618,Dispositivos de bobinar sísmicos,
892,20122619,Bloques de remolque sísmicos,
893,20122620,Puntos de remolque sísmicos,
894,20122621,Vibradores sísmicos,
895,20122622,Sistemas de grabar sísmicos,
896,20122623,Sistemas de procesamiento de datos sísmicos,
897,20122700,Mercancía tubular para campo petrolero,
898,20122701,Revestimiento para campo petrolero,
899,20122702,Acoples para campo petrolero,
900,20122703,Tubería corta para campo petrolero,
901,20122704,Tubería para campo petrolero,
902,20122705,Recubrimiento de tubería para campo petrolero,
903,20122706,Revestimiento de conductor,
904,20122707,Equipo para operar el revestimiento para conductor,
905,20122708,Cruces de la tubería de perforación,
906,20122709,Protectores de rosca para campo petrolero,
907,20122710,Dispositivo para parar el revestimiento,
908,20122800,Equipo y plataformas de reacondicionamiento y perforación,
